seconds,FHR,UC,FHR_denoised
0,121.0,11.0,121.0
1,121.0,14.0,121.0
2,121.5,14.0,121.5
3,121.5,11.0,121.5
4,121.0,11.0,121.0
5,121.0,7.0,121.0
6,121.0,7.0,121.0
7,121.0,11.0,121.0
8,120.5,11.0,120.5
9,120.5,15.0,120.5
10,119.5,15.0,119.5
11,119.5,11.0,119.5
12,118.5,11.0,118.5
13,118.5,3.0,118.5
14,117.25,3.0,117.25
15,117.25,0.0,117.25
16,116.75,0.0,116.75
17,116.75,0.0,116.75
18,115.0,0.0,115.0
19,115.0,4.0,115.0
20,114.0,4.0,114.0
21,114.0,3.0,114.0
22,114.0,3.0,114.0
23,114.0,1.0,114.0
24,114.0,1.0,114.0
25,114.0,4.0,114.0
26,115.5,4.0,115.5
27,115.5,11.0,115.5
28,114.0,11.0,114.0
29,114.0,13.0,114.0
30,114.0,13.0,114.0
31,115.5,8.0,115.5
32,115.5,8.0,115.5
33,116.25,4.0,116.25
34,116.25,4.0,116.25
35,116.25,8.0,116.25
36,116.75,8.0,116.75
37,116.25,15.0,116.25
38,116.25,15.0,116.25
39,116.75,15.0,116.75
40,116.75,15.0,116.75
41,117.75,10.0,117.75
42,117.75,10.0,117.75
43,118.0,6.0,118.0
44,118.0,6.0,118.0
45,118.0,8.0,118.0
46,118.0,8.0,118.0
47,117.75,15.0,117.75
48,117.75,15.0,117.75
49,117.75,17.0,117.75
50,117.75,17.0,117.75
51,117.75,14.0,117.75
52,117.75,14.0,117.75
53,118.0,9.0,118.0
54,118.0,9.0,118.0
55,118.5,5.0,118.5
56,118.5,5.0,118.5
57,118.0,4.0,118.0
58,118.0,4.0,118.0
59,118.0,5.0,118.0
60,118.0,5.0,118.0
61,116.75,7.0,116.75
62,116.75,7.0,116.75
63,117.25,12.0,117.25
64,117.25,12.0,117.25
65,116.75,21.0,116.75
66,116.75,21.0,116.75
67,114.5,21.0,114.5
68,114.5,21.0,114.5
69,115.75,13.0,115.75
70,115.75,13.0,115.75
71,115.75,8.0,115.75
72,117.25,8.0,117.25
73,117.25,6.0,117.25
74,117.25,6.0,117.25
75,117.25,7.0,117.25
76,117.75,7.0,117.75
77,117.75,14.0,117.75
78,117.75,14.0,117.75
79,117.75,20.0,117.75
80,119.0,20.0,119.0
81,119.0,16.0,119.0
82,118.0,16.0,118.0
83,118.0,7.0,118.0
84,119.5,7.0,119.5
85,119.5,2.0,119.5
86,119.0,2.0,119.0
87,119.0,3.0,119.0
88,119.0,3.0,119.0
89,119.0,12.0,119.0
90,119.0,12.0,119.0
91,119.0,24.0,119.0
92,118.5,24.0,118.5
93,118.5,24.0,118.5
94,117.25,24.0,117.25
95,117.25,12.0,117.25
96,117.75,12.0,117.75
97,117.75,3.0,117.75
98,118.0,3.0,118.0
99,118.0,0.0,118.0
100,118.5,0.0,118.5
101,118.5,3.0,118.5
102,118.5,3.0,118.5
103,118.5,14.0,118.5
104,118.0,14.0,118.0
105,118.0,20.0,118.0
106,117.75,20.0,117.75
107,117.75,14.0,117.75
108,117.75,14.0,117.75
109,117.75,4.0,117.75
110,117.25,4.0,117.25
111,117.25,0.0,117.25
112,117.25,0.0,117.25
113,117.25,0.0,117.25
114,118.0,0.0,118.0
115,118.0,5.0,118.0
116,118.0,5.0,118.0
117,118.0,5.0,118.0
118,119.0,5.0,119.0
119,119.0,2.0,119.0
120,118.0,2.0,118.0
121,118.0,0.0,118.0
122,118.0,0.0,118.0
123,118.0,0.0,118.0
124,117.75,0.0,117.75
125,117.75,0.0,117.75
126,118.0,0.0,118.0
127,118.0,0.0,118.0
128,118.0,0.0,118.0
129,118.0,0.0,118.0
130,118.0,0.0,118.0
131,118.0,0.0,118.0
132,116.25,0.0,116.25
133,116.25,0.0,116.25
134,116.25,0.0,116.25
135,117.75,0.0,117.75
136,117.75,0.0,117.75
137,118.0,0.0,118.0
138,118.0,0.0,118.0
139,118.0,0.0,118.0
140,119.0,0.0,119.0
141,120.0,0.0,120.0
142,120.0,0.0,120.0
143,122.5,0.0,122.5
144,122.5,0.0,122.5
145,122.0,15.0,122.0
146,122.5,15.0,122.5
147,122.5,26.0,122.5
148,124.0,26.0,124.0
149,124.0,29.0,124.0
150,124.0,29.0,124.0
151,124.0,29.0,124.0
152,125.5,29.0,125.5
153,125.5,38.0,125.5
154,126.0,38.0,126.0
155,126.0,48.0,126.0
156,126.5,48.0,126.5
157,126.5,42.0,126.5
158,127.0,42.0,127.0
159,127.0,23.0,127.0
160,128.25,23.0,128.25
161,128.25,19.0,128.25
162,127.0,19.0,127.0
163,127.0,24.0,127.0
164,128.25,24.0,128.25
165,127.75,24.0,127.75
166,127.75,24.0,127.75
167,127.0,25.0,127.0
168,127.0,25.0,127.0
169,126.5,35.0,126.5
170,126.5,35.0,126.5
171,125.5,55.0,125.5
172,125.5,55.0,125.5
173,125.0,74.0,125.0
174,125.0,74.0,125.0
175,125.0,77.0,125.0
176,123.5,77.0,123.5
177,124.0,59.0,124.0
178,124.0,59.0,124.0
179,123.5,43.0,123.5
180,123.5,43.0,123.5
181,123.0,43.0,123.0
182,123.0,43.0,123.0
183,123.0,46.0,123.0
184,121.0,46.0,121.0
185,120.5,52.0,120.5
186,120.5,52.0,120.5
187,120.5,73.0,120.5
188,120.0,73.0,120.0
189,119.0,93.0,119.0
190,119.0,93.0,119.0
191,115.5,90.0,115.5
192,115.5,90.0,115.5
193,117.25,66.0,117.25
194,117.25,66.0,117.25
195,116.25,48.0,116.25
196,116.25,48.0,116.25
197,117.75,45.0,117.75
198,117.75,45.0,117.75
199,117.75,49.0,117.75
200,117.75,49.0,117.75
201,117.25,65.0,117.25
202,117.25,65.0,117.25
203,116.75,82.0,116.75
204,116.75,82.0,116.75
205,116.75,74.0,116.75
206,116.75,74.0,116.75
207,116.25,53.0,116.25
208,116.25,53.0,116.25
209,115.0,42.0,115.0
210,115.0,42.0,115.0
211,115.75,38.0,115.75
212,115.75,38.0,115.75
213,115.75,38.0,115.75
214,115.75,38.0,115.75
215,115.75,54.0,115.75
216,115.0,54.0,115.0
217,115.0,82.0,115.0
218,115.0,82.0,115.0
219,115.0,92.0,115.0
220,114.5,92.0,114.5
221,114.5,73.0,114.5
222,115.0,73.0,115.0
223,115.0,49.0,115.0
224,115.0,49.0,115.0
225,115.0,39.0,115.0
226,116.25,39.0,116.25
227,116.25,37.0,116.25
228,116.75,37.0,116.75
229,116.75,36.0,116.75
230,116.25,36.0,116.25
231,116.25,42.0,116.25
232,115.75,42.0,115.75
233,115.75,66.0,115.75
234,116.75,66.0,116.75
235,116.75,89.0,116.75
236,116.25,89.0,116.25
237,116.25,83.0,116.25
238,115.0,83.0,115.0
239,115.0,55.0,115.0
240,115.0,55.0,115.0
241,115.75,35.0,115.75
242,115.75,35.0,115.75
243,115.75,29.0,115.75
244,115.75,29.0,115.75
245,115.75,27.0,115.75
246,115.75,27.0,115.75
247,113.75,22.0,113.75
248,113.75,22.0,113.75
249,115.0,17.0,115.0
250,115.0,17.0,115.0
251,114.5,25.0,114.5
252,114.5,25.0,114.5
253,115.0,53.0,115.0
254,115.0,53.0,115.0
255,115.75,72.0,115.75
256,115.75,72.0,115.75
257,115.75,61.0,115.75
258,115.75,61.0,115.75
259,116.75,40.0,116.75
260,116.75,40.0,116.75
261,116.75,29.0,116.75
262,116.75,29.0,116.75
263,117.25,26.0,117.25
264,117.25,26.0,117.25
265,117.75,34.0,117.75
266,117.75,34.0,117.75
267,118.5,48.0,118.5
268,118.5,48.0,118.5
269,119.0,57.0,119.0
270,119.0,57.0,119.0
271,118.5,50.0,118.5
272,118.5,50.0,118.5
273,118.5,33.0,118.5
274,118.0,33.0,118.0
275,118.0,20.0,118.0
276,116.25,20.0,116.25
277,116.25,15.0,116.25
278,117.75,15.0,117.75
279,117.75,18.0,117.75
280,116.75,18.0,116.75
281,116.75,31.0,116.75
282,117.75,31.0,117.75
283,117.75,46.0,117.75
284,117.75,46.0,117.75
285,117.75,49.0,117.75
286,118.0,49.0,118.0
287,118.0,35.0,118.0
288,117.25,35.0,117.25
289,117.25,22.0,117.25
290,116.25,22.0,116.25
291,116.25,16.0,116.25
292,113.25,16.0,113.25
293,113.25,10.0,113.25
294,115.75,10.0,115.75
295,115.75,8.0,115.75
296,117.25,8.0,117.25
297,117.25,16.0,117.25
298,116.75,16.0,116.75
299,116.75,28.0,116.75
300,117.75,28.0,117.75
301,117.75,28.0,117.75
302,118.0,28.0,118.0
303,118.0,17.0,118.0
304,118.5,17.0,118.5
305,118.5,9.0,118.5
306,119.0,9.0,119.0
307,119.0,4.0,119.0
308,120.5,4.0,120.5
309,120.5,0.0,120.5
310,121.0,0.0,121.0
311,121.0,0.0,121.0
312,120.0,0.0,120.0
313,120.0,0.0,120.0
314,119.0,0.0,119.0
315,119.0,4.0,119.0
316,119.0,4.0,119.0
317,119.0,7.0,119.0
