seconds,FHR,UC,FHR_denoised
0,124.25,77.5,124.25
1,125.5,78.0,125.5
2,125.5,76.5,125.5
3,126.0,75.0,126.0
4,124.5,76.0,124.5
5,124.5,75.0,124.5
6,121.0,71.5,121.0
7,121.0,74.0,121.0
8,121.0,74.5,121.0
9,121.0,75.0,121.0
10,121.0,77.0,121.0
11,121.0,80.0,121.0
12,121.0,79.0,121.0
13,121.0,78.0,121.0
14,121.0,77.5,121.0
15,121.0,77.5,121.0
16,118.0,77.5,118.0
17,118.0,79.0,118.0
18,117.0,80.5,117.0
19,117.0,82.0,117.0
20,118.0,80.0,118.0
21,117.5,79.0,117.5
22,117.5,78.0,117.5
23,117.75,77.0,117.75
24,117.75,76.5,117.75
25,117.75,77.5,117.75
26,120.25,78.5,120.25
27,122.25,79.5,122.25
28,122.25,78.0,122.25
29,122.25,76.5,122.25
30,127.0,76.0,127.0
31,127.0,75.5,127.0
32,128.0,75.0,128.0
33,128.0,76.0,128.0
34,128.5,77.0,128.5
35,128.5,78.0,128.5
36,129.25,76.5,129.25
37,129.25,75.0,129.25
38,129.5,74.0,129.5
39,129.5,73.5,129.5
40,130.25,74.5,130.25
41,130.25,76.0,130.25
42,129.75,77.0,129.75
43,129.75,77.5,129.75
44,131.5,75.0,131.5
45,131.5,74.5,131.5
46,130.5,73.5,130.5
47,128.5,73.5,128.5
48,128.5,73.0,128.5
49,126.25,73.0,126.25
50,126.25,73.5,126.25
51,123.75,74.5,123.75
52,123.75,75.0,123.75
53,123.5,73.5,123.5
54,123.5,72.0,123.5
55,123.25,71.0,123.25
56,123.25,70.0,123.25
57,124.5,69.5,124.5
58,124.5,69.5,124.5
59,124.5,71.0,124.5
60,124.5,71.5,124.5
61,125.25,72.0,125.25
62,125.25,71.5,125.25
63,127.75,69.5,127.75
64,127.75,69.0,127.75
65,129.0,68.0,129.0
66,129.0,68.0,129.0
67,128.0,67.5,128.0
68,128.0,67.5,128.0
69,127.25,67.5,127.25
70,127.0,67.0,127.0
71,127.0,67.0,127.0
72,126.5,67.5,126.5
73,126.5,67.5,126.5
74,126.5,68.0,126.5
75,126.5,66.5,126.5
76,127.5,65.5,127.5
77,127.5,65.0,127.5
78,128.75,65.0,128.75
79,128.75,65.0,128.75
80,129.5,66.0,129.5
81,129.5,67.0,129.5
82,131.5,67.0,131.5
83,132.5,64.5,132.5
84,132.5,64.0,132.5
85,132.0,63.0,132.0
86,132.0,63.0,132.0
87,129.5,63.0,129.5
88,129.5,62.5,129.5
89,128.75,62.0,128.75
90,128.75,63.0,128.75
91,129.0,62.0,129.0
92,129.0,61.5,129.0
93,129.25,61.5,129.25
94,130.0,61.0,130.0
95,130.0,61.5,130.0
96,130.75,62.0,130.75
97,130.75,62.0,130.75
98,130.75,60.5,130.75
99,130.75,60.5,130.75
100,131.0,59.5,131.0
101,131.0,59.5,131.0
102,131.0,59.5,131.0
103,131.0,59.5,131.0
104,130.75,60.0,130.75
105,130.25,60.5,130.25
106,130.25,61.0,130.25
107,130.75,60.0,130.75
108,130.75,59.0,130.75
109,131.5,59.0,131.5
110,131.5,59.0,131.5
111,132.0,58.5,132.0
112,132.0,58.5,132.0
113,132.75,59.0,132.75
114,132.75,59.0,132.75
115,132.75,59.5,132.75
116,133.5,59.0,133.5
117,133.5,57.5,133.5
118,134.25,57.0,134.25
119,134.25,57.0,134.25
120,135.25,56.5,135.25
121,135.25,56.0,135.25
122,133.75,55.5,133.75
123,132.25,55.5,132.25
124,132.25,55.5,132.25
125,131.5,56.0,131.5
126,131.5,55.5,131.5
127,132.0,54.5,132.0
128,132.0,55.0,132.0
129,132.0,54.0,132.0
130,132.0,54.0,132.0
131,132.75,53.5,132.75
132,132.75,52.0,132.75
133,132.25,51.5,132.25
134,132.75,51.0,132.75
135,132.75,51.0,132.75
136,133.0,53.0,133.0
137,133.0,52.0,133.0
138,135.0,51.0,135.0
139,135.0,50.5,135.0
140,134.5,50.5,134.5
141,134.5,51.0,134.5
142,133.5,51.5,133.5
143,132.5,52.0,132.5
144,132.5,51.5,132.5
145,132.5,51.0,132.5
146,132.5,51.0,132.5
147,131.5,51.0,131.5
148,131.5,51.0,131.5
149,130.5,51.0,130.5
150,130.5,51.0,130.5
151,129.5,51.0,129.5
152,129.5,51.5,129.5
153,128.5,51.5,128.5
154,128.5,51.5,128.5
155,129.0,52.0,129.0
156,128.0,52.5,128.0
157,128.0,53.5,128.0
158,128.5,54.0,128.5
159,128.5,53.5,128.5
160,130.0,53.5,130.0
161,130.0,53.5,130.0
162,132.0,53.5,132.0
163,132.0,54.0,132.0
164,132.0,54.5,132.0
165,132.5,55.5,132.5
166,132.5,56.0,132.5
167,132.75,56.5,132.75
168,132.75,55.0,132.75
169,132.75,55.0,132.75
170,132.75,55.0,132.75
171,132.5,55.0,132.5
172,132.5,55.5,132.5
173,131.75,55.0,131.75
174,131.75,55.0,131.75
175,128.25,55.0,128.25
176,128.25,55.0,128.25
177,129.0,54.5,129.0
178,129.75,54.5,129.75
179,129.75,54.0,129.75
180,129.0,54.5,129.0
181,129.0,54.5,129.0
182,128.5,54.5,128.5
183,128.5,54.5,128.5
184,129.0,54.5,129.0
185,129.0,55.0,129.0
186,128.5,54.5,128.5
187,128.5,54.5,128.5
188,128.75,55.0,128.75
189,128.75,56.0,128.75
190,130.5,56.5,130.5
191,132.0,57.0,132.0
192,132.0,56.0,132.0
193,132.75,56.0,132.75
194,132.75,56.0,132.75
195,133.75,56.0,133.75
196,133.75,56.0,133.75
197,133.75,56.5,133.75
198,133.5,57.5,133.5
199,133.5,58.0,133.5
200,134.0,57.5,134.0
201,134.0,56.5,134.0
202,132.0,56.5,132.0
203,132.0,56.0,132.0
204,131.75,55.5,131.75
205,131.75,55.5,131.75
206,131.25,55.5,131.25
207,131.25,55.5,131.25
208,131.75,55.0,131.75
209,130.5,55.0,130.5
210,130.5,54.5,130.5
211,128.0,54.0,128.0
212,128.0,54.5,128.0
213,127.25,55.0,127.25
214,127.25,55.0,127.25
215,128.75,54.5,128.75
216,128.75,54.0,128.75
217,129.0,53.5,129.0
218,129.0,53.5,129.0
219,129.75,53.0,129.75
220,129.75,53.0,129.75
221,130.25,53.0,130.25
222,130.25,53.5,130.25
223,130.5,54.0,130.5
224,130.75,54.5,130.75
225,130.75,53.0,130.75
226,131.75,52.5,131.75
227,131.75,52.5,131.75
228,132.75,52.0,132.75
229,132.75,52.0,132.75
230,133.0,51.5,133.0
231,133.5,52.0,133.5
232,133.5,52.5,133.5
233,134.0,52.5,134.0
234,134.0,52.5,134.0
235,134.25,51.0,134.25
236,134.25,51.0,134.25
237,134.5,50.5,134.5
238,134.5,50.5,134.5
239,135.0,50.5,135.0
240,135.75,50.5,135.75
241,135.75,50.5,135.75
242,136.0,50.5,136.0
243,136.0,51.0,136.0
244,135.75,51.0,135.75
245,135.75,50.5,135.75
246,135.25,50.0,135.25
247,135.75,50.0,135.75
248,135.75,50.0,135.75
249,135.75,50.0,135.75
250,135.75,50.5,135.75
251,136.25,51.0,136.25
252,136.25,51.0,136.25
253,133.0,50.5,133.0
254,133.0,50.0,133.0
255,132.75,50.0,132.75
256,132.5,50.0,132.5
257,132.5,50.0,132.5
258,132.75,50.0,132.75
259,132.75,50.0,132.75
260,133.75,50.5,133.75
261,133.75,50.5,133.75
262,131.5,49.5,131.5
263,131.5,49.5,131.5
264,131.25,49.0,131.25
265,131.5,49.0,131.5
266,131.5,49.5,131.5
267,131.75,50.0,131.75
268,131.75,50.0,131.75
269,132.0,48.5,132.0
270,132.0,49.0,132.0
271,133.0,48.5,133.0
272,133.0,49.0,133.0
273,133.25,48.5,133.25
274,133.25,48.5,133.25
275,133.5,48.5,133.5
276,132.25,48.5,132.25
277,132.25,48.5,132.25
278,132.25,48.5,132.25
279,131.25,48.5,131.25
280,131.5,48.0,131.5
281,131.5,48.0,131.5
282,131.0,48.0,131.0
283,131.0,48.0,131.0
284,130.25,48.0,130.25
285,130.25,48.0,130.25
286,130.25,48.5,130.25
287,131.25,49.0,131.25
288,131.25,49.0,131.25
289,133.25,48.5,133.25
290,133.25,48.0,133.25
291,134.25,48.0,134.25
292,134.25,48.5,134.25
293,135.0,48.0,135.0
294,136.25,48.0,136.25
295,136.25,48.0,136.25
296,136.75,48.0,136.75
297,136.75,48.0,136.75
298,137.0,47.5,137.0
299,137.0,47.5,137.0
300,136.75,47.0,136.75
301,136.25,47.5,136.25
302,136.25,47.0,136.25
303,136.0,47.0,136.0
304,136.0,47.0,136.0
305,135.25,47.0,135.25
306,135.25,47.0,135.25
307,133.5,47.0,133.5
308,133.5,47.0,133.5
309,132.0,47.0,132.0
310,132.0,47.0,132.0
311,131.0,46.5,131.0
312,130.75,46.5,130.75
313,130.75,46.5,130.75
314,130.75,46.5,130.75
315,130.75,46.5,130.75
316,131.5,46.0,131.5
317,131.5,46.0,131.5
318,131.5,47.0,131.5
319,131.5,48.0,131.5
320,133.0,47.0,133.0
321,133.0,46.5,133.0
322,133.0,46.0,133.0
323,133.75,46.5,133.75
324,133.75,48.0,133.75
325,134.0,47.0,134.0
326,134.0,46.5,134.0
327,134.0,46.5,134.0
328,134.0,46.5,134.0
329,135.0,46.0,135.0
330,135.75,46.0,135.75
331,135.75,46.0,135.75
332,135.0,47.0,135.0
333,135.0,47.5,135.0
334,135.0,47.0,135.0
335,135.0,46.0,135.0
336,134.25,45.0,134.25
337,133.5,45.5,133.5
338,133.5,45.0,133.5
339,133.5,45.0,133.5
340,133.5,45.5,133.5
341,133.5,45.0,133.5
342,133.5,45.0,133.5
343,134.0,44.5,134.0
344,134.0,44.5,134.0
345,134.0,44.5,134.0
346,134.0,44.5,134.0
347,134.0,44.0,134.0
348,134.0,44.5,134.0
349,134.0,45.0,134.0
350,133.5,44.5,133.5
351,133.5,44.0,133.5
352,134.25,44.0,134.25
353,134.25,44.0,134.25
354,134.25,43.5,134.25
355,134.25,43.5,134.25
356,134.25,43.5,134.25
357,134.5,43.5,134.5
358,134.5,43.5,134.5
359,135.0,43.0,135.0
360,135.0,43.5,135.0
361,135.0,43.0,135.0
362,135.0,43.0,135.0
363,134.75,44.0,134.75
364,135.25,44.0,135.25
365,135.25,44.0,135.25
366,135.5,44.0,135.5
367,135.5,44.0,135.5
368,135.5,43.5,135.5
369,135.5,44.0,135.5
370,135.25,43.5,135.25
371,135.25,44.0,135.25
372,135.25,44.0,135.25
373,135.5,44.0,135.5
374,135.5,44.0,135.5
375,135.0,44.0,135.0
376,135.0,44.0,135.0
377,134.75,44.5,134.75
378,134.75,44.5,134.75
379,134.25,44.0,134.25
380,134.0,44.0,134.0
381,134.0,44.0,134.0
382,134.0,44.0,134.0
383,134.0,44.0,134.0
384,134.25,44.0,134.25
385,134.25,44.0,134.25
386,134.75,44.0,134.75
387,135.0,44.0,135.0
388,135.0,44.0,135.0
389,135.25,43.5,135.25
390,135.25,44.5,135.25
391,135.5,44.5,135.5
392,135.5,44.0,135.5
