seconds,FHR,UC,FHR_denoised
0,151.75,22.5,151.75
1,152.75,23.5,152.75
2,152.75,24.0,152.75
3,151.5,23.5,151.5
4,151.5,23.0,151.5
5,151.0,23.0,151.0
6,151.5,23.5,151.5
7,151.5,24.0,151.5
8,151.5,24.5,151.5
9,151.5,24.5,151.5
10,152.25,24.5,152.25
11,152.25,24.5,152.25
12,152.25,24.5,152.25
13,151.5,24.0,151.5
14,152.75,22.5,152.75
15,152.75,21.5,152.75
16,153.5,21.0,153.5
17,153.0,20.0,153.0
18,153.0,20.0,153.0
19,152.75,20.5,152.75
20,152.75,21.0,152.75
21,153.25,22.0,153.25
22,152.75,23.0,152.75
23,152.75,23.5,152.75
24,152.5,23.5,152.5
25,152.5,23.5,152.5
26,152.5,23.5,152.5
27,151.5,22.5,151.5
28,151.25,22.5,151.25
29,151.25,22.5,151.25
30,150.75,22.0,150.75
31,150.75,21.5,150.75
32,150.75,21.0,150.75
33,151.0,20.5,151.0
34,151.0,20.0,151.0
35,151.0,19.0,151.0
36,151.0,18.5,151.0
37,151.0,19.0,151.0
38,151.25,19.5,151.25
39,151.25,20.5,151.25
40,151.25,21.5,151.25
41,151.0,23.0,151.0
42,151.0,23.5,151.0
43,151.5,23.0,151.5
44,151.5,23.0,151.5
45,151.5,22.5,151.5
46,152.25,22.0,152.25
47,152.25,21.5,152.25
48,152.25,21.5,152.25
49,151.75,21.5,151.75
50,151.75,21.0,151.75
51,152.0,20.0,152.0
52,151.5,19.5,151.5
53,151.5,19.0,151.5
54,151.5,19.0,151.5
55,150.75,19.5,150.75
56,150.75,20.5,150.75
57,151.0,21.5,151.0
58,151.0,22.5,151.0
59,151.5,22.5,151.5
60,152.0,22.5,152.0
61,152.0,21.5,152.0
62,152.25,21.5,152.25
63,152.0,21.5,152.0
64,152.0,21.5,152.0
65,152.0,21.0,152.0
66,151.75,21.0,151.75
67,151.75,20.0,151.75
68,152.25,20.0,152.25
69,152.25,19.5,152.25
70,152.0,20.0,152.0
71,151.25,21.0,151.25
72,151.25,21.5,151.25
73,151.75,23.0,151.75
74,152.5,24.0,152.5
75,152.5,24.0,152.5
76,152.25,24.0,152.25
77,153.0,23.5,153.0
78,153.0,23.0,153.0
79,153.0,23.0,153.0
80,153.0,22.5,153.0
81,153.0,22.5,153.0
82,152.25,22.0,152.25
83,152.25,21.5,152.25
84,151.5,21.5,151.5
85,151.25,23.0,151.25
86,151.25,24.0,151.25
87,150.5,24.5,150.5
88,150.5,24.5,150.5
89,150.25,24.0,150.25
90,151.25,23.0,151.25
91,151.25,22.5,151.25
92,151.0,22.5,151.0
93,151.5,22.5,151.5
94,151.5,22.0,151.5
95,151.75,22.5,151.75
96,152.0,22.0,152.0
97,152.0,21.5,152.0
98,152.5,22.0,152.5
99,152.5,23.5,152.5
100,152.25,24.5,152.25
101,152.25,26.0,152.25
102,152.25,26.5,152.25
103,152.0,27.0,152.0
104,152.5,26.0,152.5
105,152.5,25.0,152.5
106,152.75,24.5,152.75
107,152.5,24.5,152.5
108,152.5,24.5,152.5
109,152.5,24.0,152.5
110,152.5,23.5,152.5
111,152.75,23.0,152.75
112,153.0,22.0,153.0
113,153.0,21.5,153.0
114,153.5,21.0,153.5
115,153.0,21.0,153.0
116,153.0,21.5,153.0
117,153.0,22.5,153.0
118,153.0,23.5,153.0
119,153.0,23.5,153.0
120,152.25,22.5,152.25
121,152.25,21.5,152.25
122,151.75,21.0,151.75
123,151.5,21.0,151.5
124,151.5,21.0,151.5
125,151.25,21.0,151.25
126,151.25,21.0,151.25
127,151.25,20.5,151.25
128,151.25,20.0,151.25
129,151.25,19.5,151.25
130,150.75,19.0,150.75
131,151.5,19.0,151.5
132,151.5,18.5,151.5
133,151.25,19.0,151.25
134,150.75,20.0,150.75
135,150.75,21.5,150.75
136,150.75,22.5,150.75
137,151.5,23.0,151.5
138,151.5,22.0,151.5
139,152.5,21.0,152.5
140,152.5,21.0,152.5
141,152.75,21.0,152.75
142,152.75,21.0,152.75
143,152.75,21.0,152.75
144,152.5,21.0,152.5
145,152.25,20.5,152.25
146,152.25,20.0,152.25
147,152.5,19.5,152.5
148,152.5,19.0,152.5
149,152.5,18.5,152.5
150,152.5,18.5,152.5
151,152.5,19.0,152.5
152,152.0,19.5,152.0
153,151.75,20.5,151.75
154,151.75,21.5,151.75
155,151.75,22.5,151.75
156,152.0,23.0,152.0
157,152.0,23.0,152.0
158,152.25,22.5,152.25
159,152.75,22.0,152.75
160,152.75,22.0,152.75
161,152.75,22.0,152.75
162,152.75,22.0,152.75
163,152.5,21.5,152.5
164,152.5,21.5,152.5
165,152.5,21.5,152.5
166,152.25,22.0,152.25
167,152.25,23.0,152.25
168,152.25,23.5,152.25
169,152.25,24.5,152.25
170,152.25,25.5,152.25
171,152.0,26.5,152.0
172,152.5,26.0,152.5
173,152.5,25.5,152.5
174,152.25,24.5,152.25
175,152.5,24.0,152.5
176,152.5,24.0,152.5
177,153.0,23.5,153.0
178,153.0,23.5,153.0
179,153.0,23.5,153.0
180,152.75,24.5,152.75
181,152.75,25.5,152.75
182,152.75,26.0,152.75
183,153.5,25.0,153.5
184,153.5,23.5,153.5
185,155.0,23.5,155.0
186,154.25,24.5,154.25
187,154.25,24.0,154.25
188,154.25,25.0,154.25
189,153.75,24.5,153.75
190,153.75,26.5,153.75
191,153.0,29.0,153.0
192,153.5,29.5,153.5
193,153.5,28.0,153.5
194,153.75,26.0,153.75
195,153.75,24.5,153.75
196,153.75,23.5,153.75
197,153.0,23.5,153.0
198,153.0,25.0,153.0
199,152.75,27.5,152.75
200,152.75,29.5,152.75
201,152.75,30.0,152.75
202,151.0,28.5,151.0
203,151.0,26.0,151.0
204,152.0,24.5,152.0
205,152.0,23.5,152.0
206,152.0,23.0,152.0
207,152.0,22.5,152.0
208,152.0,22.5,152.0
209,152.0,22.0,152.0
210,152.0,21.5,152.0
211,152.0,20.0,152.0
212,152.5,19.5,152.5
213,152.5,20.5,152.5
214,152.25,22.0,152.25
215,151.75,23.5,151.75
216,151.75,24.5,151.75
217,152.5,24.0,152.5
218,152.5,24.0,152.5
219,152.5,24.5,152.5
220,152.0,25.0,152.0
221,152.0,24.5,152.0
222,152.25,24.5,152.25
223,151.5,23.5,151.5
224,151.5,23.0,151.5
225,151.25,22.5,151.25
226,151.25,21.5,151.25
227,151.25,21.0,151.25
228,151.0,20.0,151.0
229,151.25,19.5,151.25
230,151.25,18.5,151.25
231,151.0,18.5,151.0
232,151.0,19.0,151.0
233,151.0,19.5,151.0
234,150.75,20.5,150.75
235,150.75,22.0,150.75
236,151.5,22.0,151.5
237,151.75,22.0,151.75
238,151.75,21.5,151.75
239,152.25,21.0,152.25
240,152.25,20.5,152.25
241,152.5,20.0,152.5
242,152.25,20.5,152.25
243,152.25,20.0,152.25
244,152.0,19.5,152.0
245,151.75,19.5,151.75
246,151.75,19.0,151.75
247,151.75,19.5,151.75
248,151.25,19.0,151.25
249,151.25,19.0,151.25
250,152.5,17.5,152.5
251,152.5,16.0,152.5
252,152.0,16.0,152.0
253,152.0,22.0,152.0
254,150.75,20.0,150.75
255,150.75,20.0,150.75
256,152.5,18.5,152.5
257,152.5,17.5,152.5
258,152.5,18.5,152.5
259,153.25,22.5,153.25
260,152.5,25.5,152.5
261,152.5,29.5,152.5
262,154.0,27.5,154.0
263,154.25,26.5,154.25
264,154.25,25.5,154.25
265,153.75,25.5,153.75
266,153.75,26.0,153.75
267,153.75,28.5,153.75
268,154.25,29.0,154.25
269,154.25,29.0,154.25
270,154.0,27.5,154.0
271,153.25,27.0,153.25
272,153.25,25.5,153.25
273,155.5,25.0,155.5
274,152.5,25.5,152.5
275,152.5,27.5,152.5
276,154.25,29.0,154.25
277,153.75,29.5,153.75
278,153.75,28.5,153.75
279,153.5,26.5,153.5
