seconds,FHR,UC,FHR_denoised
0,122.0,6.5,122.0
1,121.75,6.5,121.75
2,121.75,6.0,121.75
3,122.25,6.0,122.25
4,122.25,6.0,122.25
5,121.5,6.0,121.5
6,121.5,6.0,121.5
7,121.75,6.0,121.75
8,121.75,6.5,121.75
9,122.0,6.5,122.0
10,122.0,6.5,122.0
11,122.75,6.0,122.75
12,122.75,6.0,122.75
13,123.5,6.0,123.5
14,123.5,6.0,123.5
15,124.0,6.0,124.0
16,125.0,6.0,125.0
17,125.0,6.0,125.0
18,125.75,6.0,125.75
19,125.75,6.0,125.75
20,125.75,6.5,125.75
21,125.75,6.5,125.75
22,125.25,6.0,125.25
23,125.25,6.0,125.25
24,125.25,6.0,125.25
25,125.25,6.0,125.25
26,124.75,6.0,124.75
27,124.75,5.5,124.75
28,124.5,5.5,124.5
29,124.5,5.5,124.5
30,123.5,6.0,123.5
31,123.5,6.0,123.5
32,122.75,6.0,122.75
33,122.75,6.0,122.75
34,122.75,5.5,122.75
35,122.75,5.5,122.75
36,122.5,5.5,122.5
37,122.5,5.5,122.5
38,122.0,5.5,122.0
39,122.0,5.5,122.0
40,122.75,5.5,122.75
41,122.75,5.5,122.75
42,123.0,6.0,123.0
43,123.0,6.0,123.0
44,123.25,6.0,123.25
45,123.25,5.5,123.25
46,123.5,5.5,123.5
47,124.5,5.5,124.5
48,124.5,5.5,124.5
49,124.5,5.5,124.5
50,124.5,5.5,124.5
51,125.25,5.5,125.25
52,125.25,5.5,125.25
53,125.0,5.5,125.0
54,125.0,6.0,125.0
55,125.0,6.0,125.0
56,125.0,5.5,125.0
57,124.5,5.5,124.5
58,124.5,5.5,124.5
59,124.25,5.5,124.25
60,124.25,5.5,124.25
61,124.25,5.5,124.25
62,124.25,5.0,124.25
63,123.25,5.5,123.25
64,123.25,5.5,123.25
65,123.5,5.5,123.5
66,123.5,5.5,123.5
67,123.25,5.5,123.25
68,123.25,5.5,123.25
69,123.75,5.5,123.75
70,123.75,5.0,123.75
71,124.75,5.0,124.75
72,124.75,5.0,124.75
73,125.25,5.0,125.25
74,125.0,5.0,125.0
75,125.0,5.5,125.0
76,124.5,5.5,124.5
77,124.5,5.5,124.5
78,123.75,5.5,123.75
79,123.75,5.0,123.75
80,124.0,5.0,124.0
81,124.0,5.0,124.0
82,124.0,5.0,124.0
83,124.0,5.0,124.0
84,124.5,5.0,124.5
85,124.5,5.0,124.5
86,125.75,5.5,125.75
87,125.75,5.5,125.75
88,125.5,5.5,125.5
89,125.5,5.0,125.5
90,125.25,5.0,125.25
91,125.25,5.0,125.25
92,125.5,5.0,125.5
