seconds,FHR,UC,FHR_denoised
0,141.5,28.0,141.5
1,141.5,29.0,141.5
2,140.75,29.5,140.75
3,140.75,28.0,140.75
4,140.75,27.0,140.75
5,139.5,26.5,139.5
6,139.5,26.0,139.5
7,141.5,26.0,141.5
8,141.5,26.0,141.5
9,142.25,25.5,142.25
10,143.25,25.5,143.25
11,143.25,25.0,143.25
12,144.0,25.0,144.0
13,144.0,27.0,144.0
14,144.75,28.5,144.75
15,144.75,30.5,144.75
16,146.0,31.0,146.0
17,145.0,28.5,145.0
18,145.0,27.0,145.0
19,145.25,26.0,145.25
20,143.25,26.0,143.25
21,143.25,26.0,143.25
22,143.25,26.0,143.25
23,143.25,26.0,143.25
24,142.75,25.5,142.75
25,144.5,24.5,144.5
26,144.5,24.0,144.5
27,145.0,23.5,145.0
28,145.25,22.5,145.25
29,145.25,22.5,145.25
30,146.25,24.5,146.25
31,146.25,27.0,146.25
32,146.25,28.5,146.25
33,147.25,29.5,147.25
34,147.25,27.5,147.25
35,150.25,26.5,150.25
36,150.25,26.0,150.25
37,149.25,26.0,149.25
38,150.75,26.0,150.75
39,150.75,26.0,150.75
40,151.25,25.5,151.25
41,152.25,25.0,152.25
42,152.25,24.5,152.25
43,151.5,23.5,151.5
44,151.5,24.0,151.5
45,152.25,25.5,152.25
46,152.25,27.0,152.25
47,151.75,30.0,151.75
48,150.0,30.5,150.0
49,150.0,29.0,150.0
50,150.0,28.0,150.0
51,147.25,27.5,147.25
52,147.25,27.0,147.25
53,144.75,29.0,144.75
54,144.75,30.0,144.75
55,144.75,29.5,144.75
56,147.0,29.5,147.0
57,148.75,29.0,148.75
58,148.75,29.0,148.75
59,149.75,29.5,149.75
60,149.75,31.0,149.75
61,149.0,29.5,149.0
62,149.0,28.0,149.0
63,149.0,28.0,149.0
64,146.5,27.0,146.5
65,146.5,26.0,146.5
66,145.75,27.0,145.75
67,145.75,26.0,145.75
68,145.75,26.0,145.75
69,145.75,25.5,145.75
70,145.75,25.5,145.75
71,145.75,27.0,145.75
72,145.75,27.5,145.75
73,145.75,28.0,145.75
74,145.75,29.0,145.75
75,145.75,27.5,145.75
76,145.75,27.5,145.75
77,146.0,27.5,146.0
78,146.0,27.5,146.0
79,146.0,28.0,146.0
80,136.0,28.0,136.0
81,136.0,28.0,136.0
82,136.25,27.5,136.25
83,136.25,27.5,136.25
84,137.5,27.5,137.5
85,139.0,27.0,139.0
86,139.0,27.0,139.0
87,140.5,27.0,140.5
88,143.25,26.5,143.25
89,143.25,27.0,143.25
90,143.25,25.5,143.25
91,143.25,24.0,143.25
92,143.25,23.0,143.25
93,143.25,26.0,143.25
94,143.5,30.0,143.5
95,143.5,29.0,143.5
96,143.5,27.5,143.5
97,143.25,27.0,143.25
98,143.25,26.5,143.25
99,143.5,26.5,143.5
100,143.5,26.5,143.5
101,131.5,26.5,131.5
102,132.0,25.0,132.0
103,132.0,23.5,132.0
104,133.5,23.5,133.5
105,133.5,23.5,133.5
106,136.0,24.0,136.0
107,139.5,24.0,139.5
108,139.5,24.0,139.5
109,139.75,24.0,139.75
110,139.75,24.0,139.75
111,138.0,24.5,138.0
112,138.0,24.0,138.0
113,136.25,25.0,136.25
114,133.25,29.0,133.25
115,133.25,30.5,133.25
116,127.25,29.0,127.25
117,127.25,29.0,127.25
118,127.25,28.5,127.25
119,125.0,29.0,125.0
120,127.25,30.0,127.25
121,127.25,31.5,127.25
122,129.5,31.5,129.5
123,129.5,30.0,129.5
124,131.25,29.0,131.25
125,131.25,28.5,131.25
126,131.75,27.5,131.75
127,131.75,28.0,131.75
128,133.0,30.0,133.0
129,132.75,30.0,132.75
130,132.75,28.0,132.75
131,133.75,27.0,133.75
132,133.75,27.0,133.75
133,135.0,26.0,135.0
134,135.0,28.0,135.0
135,136.5,31.0,136.5
136,138.75,29.5,138.75
137,138.75,29.0,138.75
138,140.75,28.5,140.75
139,140.75,28.0,140.75
140,142.75,29.5,142.75
141,142.75,31.5,142.75
142,143.25,30.0,143.25
143,144.75,29.0,144.75
144,144.75,28.5,144.75
145,145.0,28.0,145.0
146,143.75,27.5,143.75
147,143.75,27.0,143.75
148,143.25,27.0,143.25
149,143.25,27.0,143.25
150,142.25,27.0,142.25
151,142.25,26.0,142.25
152,139.5,25.0,139.5
153,139.5,25.5,139.5
154,133.75,26.5,133.75
155,131.75,27.0,131.75
156,131.75,27.5,131.75
157,131.5,27.5,131.5
158,131.5,28.0,131.5
159,135.25,28.0,135.25
160,135.25,30.0,135.25
161,139.25,31.5,139.25
162,141.0,30.0,141.0
163,141.0,30.0,141.0
164,140.75,29.5,140.75
165,140.75,29.5,140.75
166,142.0,29.5,142.0
167,136.75,29.0,136.75
168,136.75,28.0,136.75
169,136.75,27.0,136.75
170,136.75,25.5,136.75
171,136.75,25.0,136.75
172,136.75,25.5,136.75
173,136.75,27.5,136.75
174,136.75,28.5,136.75
175,136.75,29.5,136.75
176,136.75,27.5,136.75
177,137.0,27.0,137.0
178,137.0,26.5,137.0
179,133.0,26.0,133.0
180,133.0,26.0,133.0
181,133.5,26.5,133.5
182,133.75,27.0,133.75
183,133.75,27.0,133.75
184,134.0,26.5,134.0
185,134.25,25.5,134.25
186,134.25,25.5,134.25
187,134.25,28.0,134.25
188,132.0,29.0,132.0
189,130.75,30.5,130.75
190,130.75,29.5,130.75
191,131.0,29.0,131.0
192,131.0,28.5,131.0
193,131.0,27.0,131.0
194,131.0,27.0,131.0
195,130.75,27.5,130.75
196,130.75,27.5,130.75
197,131.0,27.5,131.0
198,131.0,28.0,131.0
199,0.0,29.0,132.0079365079365
200,0.0,30.0,134.13492063492063
201,0.0,30.0,136.71428571428575
202,0.0,29.0,139.0793650793651
203,0.0,28.0,140.56349206349208
204,140.5,28.5,140.5
205,139.0,29.0,139.0
206,139.0,29.5,139.0
207,136.75,29.5,136.75
208,136.75,29.5,136.75
209,137.5,29.5,137.5
210,137.5,29.0,137.5
211,138.5,29.0,138.5
212,138.25,29.0,138.25
213,138.25,29.0,138.25
214,138.5,28.5,138.5
215,138.5,29.0,138.5
216,138.5,29.0,138.5
217,138.25,27.5,138.25
218,138.25,27.0,138.25
219,138.25,27.5,138.25
220,138.25,27.0,138.25
221,137.0,30.5,137.0
222,137.0,33.0,137.0
223,134.25,31.5,134.25
224,134.25,30.0,134.25
225,132.75,30.0,132.75
226,132.75,30.5,132.75
227,130.25,32.5,130.25
228,130.25,32.5,130.25
229,128.5,34.0,128.5
230,127.5,34.5,127.5
231,127.5,35.5,127.5
232,128.5,36.0,128.5
233,128.5,37.0,128.5
234,129.0,37.5,129.0
235,129.0,39.0,129.0
236,129.0,39.5,129.0
237,129.0,40.0,129.0
238,129.0,40.5,129.0
239,128.75,41.0,128.75
240,128.75,41.5,128.75
241,128.75,42.5,128.75
242,128.75,43.5,128.75
243,128.75,43.5,128.75
244,126.5,45.0,126.5
245,126.25,46.5,126.25
246,126.25,48.0,126.25
247,125.75,51.5,125.75
248,125.75,58.5,125.75
249,127.0,55.5,127.0
250,127.0,50.5,127.0
251,127.0,52.0,127.0
252,127.0,51.5,127.0
253,127.0,51.0,127.0
254,127.0,51.0,127.0
255,126.75,49.5,126.75
256,126.75,51.5,126.75
257,126.75,53.0,126.75
258,126.75,50.5,126.75
259,0.0,50.5,126.81049985636314
260,0.0,52.0,126.9594225797185
261,0.0,46.5,127.19366561332954
262,0.0,49.0,127.5101264004597
263,0.0,49.0,127.90570238437239
264,0.0,49.0,128.37729100833104
265,0.0,50.0,128.92178971559906
266,0.0,52.0,129.53609594943993
267,0.0,53.0,130.21710715311707
268,0.0,51.5,130.96172076989387
269,0.0,52.0,131.76683424303377
270,0.0,52.0,132.62934501580023
271,0.0,51.5,133.5461505314567
272,0.0,51.5,134.51414823326652
273,0.0,51.5,135.53023556449318
274,0.0,51.5,136.5913099684001
275,0.0,51.0,137.69426888825075
276,0.0,51.5,138.8360097673085
277,0.0,51.5,140.01343004883682
278,0.0,51.0,141.2234271760991
279,0.0,52.0,142.4628985923588
280,0.0,52.0,143.72874174087934
281,0.0,53.0,145.0178540649242
282,0.0,51.0,146.3271330077567
283,0.0,50.0,147.6534760126404
284,0.0,55.5,148.9937805228386
285,0.0,57.0,150.34494398161485
286,0.0,59.0,151.70386383223249
287,0.0,56.5,153.06743751795497
288,0.0,60.0,154.43256248204574
289,0.0,61.5,155.79613616776825
290,0.0,61.5,157.15505601838586
291,0.0,64.0,158.5062194771621
292,0.0,63.0,159.8465239873603
293,0.0,63.0,161.17286699224397
294,0.0,64.0,162.48214593507652
295,0.0,64.5,163.7712582591213
296,0.0,64.5,165.03710140764184
297,0.0,64.5,166.27657282390155
298,0.0,66.0,167.48656995116383
299,0.0,66.0,168.6639902326921
300,0.0,66.5,169.80573111174982
301,0.0,68.0,170.90869003160043
302,0.0,67.0,171.96976443550736
303,0.0,68.5,172.98585176673402
304,0.0,68.0,173.9538494685438
305,0.0,72.5,174.87065498420026
306,0.0,75.0,175.73316575696666
307,0.0,77.0,176.53827923010653
308,0.0,78.5,177.28289284688333
309,0.0,80.0,177.9639040505604
310,0.0,81.5,178.57821028440122
311,0.0,83.5,179.12270899166924
312,0.0,85.0,179.59429761562785
313,0.0,84.0,179.9898735995405
314,0.0,84.5,180.30633438667058
315,0.0,85.0,180.5405774202816
316,0.0,85.5,180.68950014363693
317,180.75,85.5,180.75
318,180.75,86.0,180.75
319,177.25,87.5,177.25
320,181.75,86.5,181.75
321,181.0,85.5,181.0
322,181.0,84.5,181.0
323,179.75,84.5,179.75
324,182.0,84.5,182.0
325,182.0,85.0,182.0
326,182.0,85.5,182.0
327,182.0,85.5,182.0
328,182.0,86.0,182.0
329,182.0,87.0,182.0
330,182.0,87.5,182.0
331,182.0,89.5,182.0
332,181.75,88.5,181.75
333,181.75,90.0,181.75
334,181.75,91.0,181.75
335,181.75,94.0,181.75
336,181.75,98.5,181.75
337,181.75,102.0,181.75
338,182.0,100.0,182.0
339,0.0,98.5,182.43375
340,0.0,102.5,183.11999999999998
341,0.0,103.5,184.0175
342,0.0,100.0,185.085
343,0.0,108.5,186.28124999999997
344,0.0,107.0,187.56499999999997
345,0.0,105.0,188.89499999999998
346,0.0,103.0,190.22999999999996
347,0.0,104.0,191.52874999999997
348,0.0,103.5,192.74999999999997
349,0.0,104.5,193.85249999999996
350,0.0,100.5,194.795
351,0.0,99.5,195.53625
352,0.0,98.0,196.03499999999997
353,196.25,96.5,196.25
354,196.25,93.5,196.25
355,193.5,90.5,193.5
356,192.25,91.0,192.25
357,188.5,88.5,188.5
358,188.5,89.0,188.5
359,192.75,87.0,192.75
360,192.75,86.0,192.75
361,192.25,85.5,192.25
362,192.25,86.0,192.25
363,192.25,85.0,192.25
364,193.75,91.0,193.75
365,193.75,93.5,193.75
366,194.25,93.5,194.25
367,194.25,92.0,194.25
368,194.25,92.0,194.25
369,194.25,94.5,194.25
370,194.25,96.0,194.25
371,194.25,94.5,194.25
372,194.25,92.5,194.25
373,194.5,95.5,194.5
374,194.5,100.5,194.5
375,194.25,95.5,194.25
376,194.25,94.5,194.25
377,194.25,93.0,194.25
378,0.0,90.5,193.66597222222222
379,0.0,91.0,192.2965277777778
380,0.0,89.5,190.2625
381,0.0,86.5,187.68472222222223
382,0.0,87.0,184.68402777777777
383,0.0,90.5,181.38125
384,0.0,92.5,177.8972222222222
385,0.0,93.5,174.3527777777778
386,0.0,87.5,170.86875
387,0.0,81.5,167.56597222222223
388,0.0,81.0,164.56527777777777
389,0.0,79.5,161.9875
390,0.0,78.0,159.95347222222222
391,0.0,74.5,158.58402777777778
392,158.0,72.5,158.0
393,158.0,71.5,158.0
394,159.5,72.0,159.5
395,161.0,72.0,161.0
396,160.5,70.5,160.5
397,160.5,68.5,160.5
398,158.25,69.0,158.25
399,158.25,68.0,158.25
400,160.25,67.5,160.25
401,159.0,67.5,159.0
402,157.25,68.0,157.25
403,157.25,67.5,157.25
404,159.0,71.5,159.0
405,162.5,72.0,162.5
406,162.5,71.0,162.5
407,162.0,75.0,162.0
