seconds,FHR,UC,FHR_denoised
0,128.0,12.5,128.0
1,128.0,12.5,128.0
2,128.0,12.5,128.0
3,127.5,12.5,127.5
4,127.0,12.5,127.0
5,127.0,13.0,127.0
6,128.0,13.0,128.0
7,128.0,12.0,128.0
8,128.5,11.5,128.5
9,128.5,12.0,128.5
10,125.0,12.5,125.0
11,125.0,12.0,125.0
12,125.0,11.5,125.0
13,128.5,12.5,128.5
14,128.5,12.5,128.5
15,126.75,12.0,126.75
16,126.75,13.0,126.75
17,125.5,12.5,125.5
18,125.5,12.0,125.5
19,125.75,12.0,125.75
20,125.75,12.0,125.75
21,128.0,12.0,128.0
22,128.0,12.5,128.0
23,128.75,12.5,128.75
24,129.5,12.0,129.5
25,129.5,12.0,129.5
26,128.75,12.0,128.75
27,128.75,12.0,128.75
28,129.5,12.5,129.5
29,129.5,13.0,129.5
30,130.0,12.0,130.0
31,130.0,11.5,130.0
32,131.25,12.0,131.25
33,131.25,12.0,131.25
34,130.75,12.5,130.75
35,131.25,13.0,131.25
36,131.25,12.0,131.25
37,133.0,11.0,133.0
38,133.0,11.5,133.0
39,132.0,12.0,132.0
40,132.0,12.0,132.0
41,132.0,12.5,132.0
42,132.0,12.0,132.0
43,130.75,11.5,130.75
44,130.75,12.0,130.75
45,130.75,11.5,130.75
46,130.75,11.5,130.75
47,130.75,11.5,130.75
48,131.25,12.0,131.25
49,131.25,12.0,131.25
50,131.5,12.0,131.5
51,131.5,11.5,131.5
52,130.75,12.0,130.75
53,130.75,12.0,130.75
54,131.25,12.0,131.25
55,132.25,12.0,132.25
56,132.25,12.0,132.25
57,132.0,11.5,132.0
58,132.0,12.0,132.0
59,131.5,12.0,131.5
60,131.5,11.5,131.5
61,132.5,12.0,132.5
62,132.5,11.5,132.5
63,132.0,11.5,132.0
64,132.0,12.0,132.0
65,131.5,12.0,131.5
66,132.25,11.5,132.25
67,132.25,11.5,132.25
68,132.0,11.0,132.0
69,132.0,11.0,132.0
70,132.0,11.5,132.0
71,130.75,12.0,130.75
72,130.75,11.0,130.75
73,131.5,11.0,131.5
74,131.5,11.0,131.5
75,130.25,11.0,130.25
76,130.25,11.5,130.25
77,131.5,11.0,131.5
78,131.5,10.5,131.5
79,131.25,10.5,131.25
80,131.25,10.5,131.25
81,131.0,11.0,131.0
82,131.0,11.0,131.0
