seconds,FHR,UC,FHR_denoised
0,137.5,0.0,137.5
1,137.5,0.0,137.5
2,137.5,0.0,137.5
3,139.5,0.0,139.5
4,139.5,0.0,139.5
5,140.75,0.0,140.75
6,141.5,0.0,141.5
7,141.5,0.0,141.5
8,142.75,0.0,142.75
9,142.75,0.0,142.75
10,143.5,0.0,143.5
11,141.5,0.0,141.5
12,141.5,0.0,141.5
13,141.5,0.0,141.5
14,141.5,0.0,141.5
15,142.25,0.0,142.25
16,144.25,0.0,144.25
17,144.25,0.0,144.25
18,143.5,0.0,143.5
19,143.5,0.0,143.5
20,145.0,0.0,145.0
21,145.0,0.0,145.0
22,145.0,0.0,145.0
23,144.25,0.0,144.25
24,144.25,0.0,144.25
25,145.75,0.0,145.75
26,145.75,0.0,145.75
27,145.75,0.0,145.75
28,142.75,0.0,142.75
29,142.75,0.0,142.75
30,139.0,0.0,139.0
31,139.0,0.0,139.0
32,135.25,0.0,135.25
33,133.25,0.0,133.25
34,133.25,0.0,133.25
35,136.25,0.0,136.25
36,136.25,0.0,136.25
37,137.0,0.0,137.0
38,137.0,0.0,137.0
39,138.25,0.0,138.25
40,137.5,0.0,137.5
41,137.5,0.0,137.5
42,137.5,0.0,137.5
43,137.0,0.0,137.0
44,137.5,0.0,137.5
45,137.5,0.0,137.5
46,139.0,0.0,139.0
47,140.25,0.0,140.25
48,140.25,0.0,140.25
49,140.75,0.0,140.75
50,140.75,0.0,140.75
51,142.75,0.0,142.75
52,142.75,0.0,142.75
53,142.75,0.0,142.75
54,145.0,0.0,145.0
55,145.0,0.0,145.0
56,145.0,0.0,145.0
57,147.0,0.0,147.0
58,147.0,0.0,147.0
59,147.0,0.0,147.0
60,147.0,0.0,147.0
61,147.75,0.0,147.75
62,149.25,0.0,149.25
63,149.25,0.0,149.25
64,149.25,0.0,149.25
65,147.75,0.0,147.75
66,147.75,0.0,147.75
67,149.25,0.0,149.25
68,149.25,0.0,149.25
69,149.25,0.0,149.25
70,149.25,0.0,149.25
71,149.25,0.0,149.25
72,147.75,0.0,147.75
73,147.0,0.0,147.0
74,147.0,0.0,147.0
75,145.0,0.0,145.0
76,145.0,0.0,145.0
77,145.0,0.0,145.0
78,146.25,0.0,146.25
79,146.25,0.0,146.25
80,146.25,0.0,146.25
81,146.25,0.0,146.25
82,145.75,0.0,145.75
83,146.25,0.0,146.25
84,146.25,0.0,146.25
85,145.75,0.0,145.75
86,145.75,0.0,145.75
87,144.25,0.0,144.25
88,145.0,0.0,145.0
89,145.0,0.0,145.0
90,145.75,0.0,145.75
91,145.75,0.0,145.75
92,144.25,0.0,144.25
93,145.0,0.0,145.0
94,145.0,0.0,145.0
95,145.75,0.0,145.75
96,145.75,0.0,145.75
97,146.25,0.0,146.25
98,145.75,0.0,145.75
99,145.75,0.0,145.75
100,142.75,0.0,142.75
101,142.75,0.0,142.75
102,145.0,0.0,145.0
103,145.0,0.0,145.0
104,145.0,0.0,145.0
105,145.75,0.0,145.75
106,145.75,0.0,145.75
107,146.25,0.0,146.25
108,145.75,0.0,145.75
109,145.75,0.0,145.75
110,145.75,0.0,145.75
111,145.75,0.0,145.75
112,145.75,0.0,145.75
113,146.25,0.0,146.25
114,146.25,0.0,146.25
115,147.0,0.0,147.0
116,147.0,0.0,147.0
117,147.0,0.0,147.0
118,147.75,0.0,147.75
119,147.75,0.0,147.75
120,148.5,0.0,148.5
121,148.5,0.0,148.5
122,148.5,0.0,148.5
123,150.0,0.0,150.0
124,150.0,0.0,150.0
125,150.0,0.0,150.0
126,150.0,0.0,150.0
127,150.75,0.0,150.75
128,150.0,0.0,150.0
129,151.5,0.0,151.5
130,151.5,0.0,151.5
131,151.5,0.0,151.5
132,152.25,0.0,152.25
133,152.25,0.0,152.25
134,151.5,0.0,151.5
135,151.5,0.0,151.5
136,153.0,0.0,153.0
137,153.0,0.0,153.0
138,153.0,0.0,153.0
139,153.75,0.0,153.75
140,153.75,0.0,153.75
141,153.75,0.0,153.75
142,154.75,0.0,154.75
143,155.5,0.0,155.5
144,155.5,0.0,155.5
145,154.75,0.0,154.75
146,154.75,0.0,154.75
147,154.75,0.0,154.75
148,150.0,0.0,150.0
149,150.0,0.0,150.0
150,147.75,0.0,147.75
151,140.75,0.0,140.75
152,140.75,0.0,140.75
153,133.25,0.0,133.25
154,133.25,0.0,133.25
155,134.0,0.0,134.0
156,134.0,0.0,134.0
157,134.5,0.0,134.5
158,137.0,0.0,137.0
159,137.0,0.0,137.0
160,136.25,0.0,136.25
161,136.25,0.0,136.25
162,137.0,0.0,137.0
163,137.0,0.0,137.0
164,135.75,0.0,135.75
165,135.75,0.0,135.75
166,135.75,0.0,135.75
167,135.75,0.0,135.75
168,135.75,0.0,135.75
169,135.75,0.0,135.75
170,135.75,0.0,135.75
171,134.0,0.0,134.0
172,134.0,0.0,134.0
173,130.5,0.0,130.5
174,130.5,0.0,130.5
175,119.5,0.0,119.5
176,119.5,0.0,119.5
177,115.5,0.0,115.5
178,115.5,0.0,115.5
179,119.5,0.0,119.5
180,119.5,0.0,119.5
181,122.0,0.0,122.0
182,122.0,0.0,122.0
183,124.0,0.0,124.0
184,124.0,0.0,124.0
185,125.5,0.0,125.5
186,125.5,0.0,125.5
187,125.5,0.0,125.5
188,131.0,0.0,131.0
189,131.0,0.0,131.0
190,135.25,0.0,135.25
191,135.25,0.0,135.25
192,139.0,0.0,139.0
193,139.0,0.0,139.0
194,140.75,0.0,140.75
195,143.5,0.0,143.5
196,143.5,0.0,143.5
197,145.0,0.0,145.0
198,145.0,0.0,145.0
199,145.0,0.0,145.0
200,147.0,0.0,147.0
201,147.0,0.0,147.0
202,147.75,0.0,147.75
203,148.5,0.0,148.5
204,148.5,0.0,148.5
205,150.0,0.0,150.0
206,150.0,0.0,150.0
207,150.75,0.0,150.75
208,150.0,0.0,150.0
209,150.0,0.0,150.0
210,150.75,0.0,150.75
211,150.0,0.0,150.0
212,150.0,0.0,150.0
213,150.75,0.0,150.75
214,150.75,0.0,150.75
215,147.75,0.0,147.75
216,150.75,0.0,150.75
217,150.75,0.0,150.75
218,150.75,0.0,150.75
219,150.0,0.0,150.0
220,150.75,0.0,150.75
221,151.5,0.0,151.5
222,151.5,0.0,151.5
223,151.5,0.0,151.5
224,152.25,0.0,152.25
225,152.25,0.0,152.25
226,153.0,0.0,153.0
227,153.0,0.0,153.0
228,153.0,0.0,153.0
229,153.75,0.0,153.75
230,153.75,0.0,153.75
231,153.75,0.0,153.75
232,154.75,0.0,154.75
233,154.75,0.0,154.75
234,152.25,0.0,152.25
235,151.5,0.0,151.5
236,151.5,0.0,151.5
237,150.75,0.0,150.75
238,148.5,0.0,148.5
239,148.5,0.0,148.5
240,147.75,0.0,147.75
241,147.75,0.0,147.75
242,147.0,0.0,147.0
243,147.0,0.0,147.0
244,147.0,0.0,147.0
245,145.75,0.0,145.75
246,145.75,0.0,145.75
247,142.25,0.0,142.25
248,144.25,0.0,144.25
249,144.25,0.0,144.25
250,146.25,0.0,146.25
251,146.25,0.0,146.25
252,146.25,0.0,146.25
253,147.75,0.0,147.75
254,147.75,0.0,147.75
255,149.25,0.0,149.25
256,148.5,0.0,148.5
257,148.5,0.0,148.5
258,150.75,0.0,150.75
259,151.5,0.0,151.5
260,151.5,0.0,151.5
261,152.25,0.0,152.25
262,152.25,0.0,152.25
263,153.75,0.0,153.75
264,153.75,0.0,153.75
265,153.75,0.0,153.75
266,154.75,0.0,154.75
267,155.5,0.0,155.5
268,155.5,0.0,155.5
269,156.25,0.0,156.25
270,156.25,0.0,156.25
271,158.0,0.0,158.0
272,156.25,0.0,156.25
273,158.0,0.0,158.0
274,158.0,0.0,158.0
275,158.75,0.0,158.75
276,158.75,0.0,158.75
277,158.75,0.0,158.75
278,158.75,0.0,158.75
279,159.5,0.0,159.5
280,159.5,0.0,159.5
281,157.0,0.0,157.0
282,158.0,0.0,158.0
283,158.0,0.0,158.0
284,158.0,0.0,158.0
285,158.0,0.0,158.0
286,155.5,0.0,155.5
287,154.75,0.0,154.75
288,154.75,0.0,154.75
289,155.5,0.0,155.5
290,155.5,0.0,155.5
291,155.5,0.0,155.5
292,152.25,0.0,152.25
293,148.5,0.0,148.5
294,148.5,0.0,148.5
295,150.0,0.0,150.0
296,150.0,0.0,150.0
297,150.75,0.0,150.75
298,151.5,0.0,151.5
299,151.5,0.0,151.5
300,152.25,0.0,152.25
301,151.5,0.0,151.5
302,151.5,0.0,151.5
303,149.25,0.0,149.25
304,149.25,0.0,149.25
305,150.0,0.0,150.0
306,146.25,0.0,146.25
307,146.25,0.0,146.25
308,143.5,0.0,143.5
309,143.5,0.0,143.5
310,140.75,0.0,140.75
311,135.25,0.0,135.25
312,135.25,0.0,135.25
313,131.5,0.0,131.5
314,131.5,0.0,131.5
315,131.0,0.0,131.0
316,131.0,0.0,131.0
317,131.0,0.0,131.0
318,131.0,0.0,131.0
319,131.5,0.0,131.5
320,131.5,0.0,131.5
321,127.75,0.0,127.75
322,132.75,0.0,132.75
323,132.75,0.0,132.75
324,131.0,0.0,131.0
325,131.0,0.0,131.0
326,131.0,0.0,131.0
327,131.5,0.0,131.5
328,134.5,0.0,134.5
329,138.25,0.0,138.25
330,138.25,0.0,138.25
331,140.75,0.0,140.75
332,140.75,0.0,140.75
333,143.5,0.0,143.5
334,143.5,0.0,143.5
335,147.0,0.0,147.0
336,147.75,0.0,147.75
337,147.75,0.0,147.75
338,150.75,0.0,150.75
339,149.25,0.0,149.25
